s,w,prezzo,metri.quadrati,numero.bagni,ascensore,numero.stanze,altre.caratteristiche,numero.totale.piani.edificio,parcheggio,disponibile,spese.condominiali,anno.di. Costruzione,condizioni,zona,piano,riscaldamento.centralizzato,classe.di.efficienza.energetica
0,1,324000,60,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / metallo,6,1 in garage/box,disponibile,100,2024,nuovo / in costruzione,famagosta,4,centralizzato,d
0,1,215000,51,1,sì,2,fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | sistema televisivo centralizzato | parzialmente arredato|giardino privato |infissi esterni in doppio vetro / pvc,6,no,disponibile,50,1960,eccellente / restaurato,cimiano,piano terra,indipendente,g
0,1,359000,75,1,sì,2,fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio mezza giornata | impianto televisivo unico | parzialmente arredato| cantina | infissi in vetro/ legno | doppia esposizione,8,no,disponibile,400,1961,eccellente / restaurato,pezzotti - meda,2,centralizzato,g
0,1,285000,40,1,sì,1,fibra ottica | videocitofono | porta di sicurezza | terrazza |arredato| giardino condiviso |infissi esterni in doppio vetro / pvc,4,no,NA,133,1920,eccellente / restaurato,cenisio,4,centralizzato,e
0,1,450000,75,1,sì,2,terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | infissi in vetro/ legno | doppia esposizione,5,no,disponibile,100,1900,buone condizioni /vivibile,sempione,5,indipendente,g
0,1,330000,95,1,sì,3,terrazza |portinaio tutto il giorno | giardino condiviso,6,1 in garage/box,NA,208,1980,buone condizioni /vivibile,trenno,1,centralizzato,g
0,1,510000,60,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | esposizione esterna |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / pvc,2,1 in garage/box,disponibile,200,1577,da restaurare,missori,piano terra,indipendente,g
0,1,440000,115,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,6,1 in garage/box,NA,250,1970,buone condizioni /vivibile,parco trotter,2,centralizzato,NA
0,1,489000,80,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | esposizione esterna | terrazza |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,6,no,disponibile,150,1950,eccellente / restaurato,citt√† studi,2,centralizzato,f
0,1,299000,53,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,8,no,disponibile,150,2024,nuovo / in costruzione,san siro,8,centralizzato,a
0,1,550000,124,2,sì,3,videocitofono | porta di sicurezza | esposizione interna | terrazza | sistema televisivo centralizzato | window frames in triple glass / pvc,2,no,disponibile,100,2023,nuovo / in costruzione,dergano,2,indipendente,a
0,1,270000,65,1,no,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / metallo,4,no,disponibile,217,1960,buone condizioni /vivibile,famagosta,3,centralizzato,g
0,1,420000,50,1,sì,2,cancello elettrico | fibra ottica | porta di sicurezza | esposizione esterna | guardaroba | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,7,no,disponibile,54,1930,buone condizioni /vivibile,porta romana - medaglie d'oro,5,indipendente,g
0,1,285000,60,1,no,2,cancello elettrico | taverna | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza | impianto televisivo unico | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,1 piano,no,disponibile,100,2023,nuovo / in costruzione,dergano,soppalco,indipendente,a
0,1,199000,70,1,sì,2,cancello elettrico | fibra ottica | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,4,1 in parcheggio condiviso,disponibile,192,1967,buone condizioni /vivibile,baggio,3,centralizzato,f
0,1,164000,50,1,no,2,sistema televisivo centralizzato | infissi in vetro/ pvc | doppia esposizione,4,no,disponibile,60,1930,buone condizioni /vivibile,pasteur,4,indipendente,f
0,1,1200000,190,2,sì,4,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,6,no,disponibile,500,1960,eccellente / restaurato,citt√† studi,4,centralizzato,NA
0,1,539000,112,2,sì,4,terrazza | cantina |infissi esterni in doppio vetro / metallo | doppia esposizione,8,no,disponibile,350,1960,NA,citt√† studi,2,centralizzato,NA
0,1,238000,50,1,sì,2,videocitofono | porta di sicurezza | esposizione interna | terrazza | impianto televisivo unico,6,1 in garage/box,disponibile,200,NA,buone condizioni /vivibile,corvetto,5,centralizzato,g
0,1,928000,143,2,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza | terrazza | sistema televisivo centralizzato | window frames in triple glass / pvc,1 piano,no,disponibile,200,2022,nuovo / in costruzione,centrale,1,centralizzato,a
0,1,739000,140,2,sì,4,cancello elettrico | fibra ottica | porta di sicurezza | esposizione esterna | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,8,no,NA,500,1960,buone condizioni /vivibile,solari,8,centralizzato,e
0,1,898000,125,1,sì,3,porta di sicurezza | terrazza | cantina,9,no,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,sempione,8,centralizzato,g
0,1,155000,46,1,no,2,esposizione esterna | terrazza |infissi esterni in doppio vetro / legno,4,no,disponibile,83,1960,da restaurare,bande nere,4,centralizzato,NA
0,1,269000,60,1,sì,2,videocitofono | porta di sicurezza | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,3,no,disponibile,167,1960,eccellente / restaurato,pezzotti - meda,soppalco,centralizzato,c
0,1,671000,137,2,sì,4,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,13,1 in garage/box,disponibile,180,2026,nuovo / in costruzione,precotto,7,centralizzato,a
0,1,350000,70,1,no,2,esposizione interna | terrazza | terrazza |portinaio tutto il giorno | parzialmente arredato| cantina |infissi esterni in doppio vetro / pvc,5,no,disponibile,NA,1960,eccellente / restaurato,pezzotti - meda,5,indipendente,f
0,1,1150000,266,2,sì,5,sistema d'allarme | terrazza | terrazza | impianto televisivo unico,3,2 in garage/box,disponibile,500,2008,eccellente / restaurato,martini - insubria,2,centralizzato,e
0,1,335000,64,1,sì,2,fibra ottica | videocitofono | esposizione esterna |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| cantina |giardino privato |infissi esterni in doppio vetro / pvc,6,no,disponibile,200,1920,eccellente / restaurato,cenisio,soppalco,centralizzato,g
0,1,595000,75,1,sì,2,porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | infissi in vetro/ legno | doppia esposizione,5,no,disponibile,225,1960,da restaurare,montenero,2,centralizzato,g
0,1,690000,73,1,sì,3,videocitofono | sistema d'allarme | porta di sicurezza |portinaio tutto il giorno | only cucinaarredato| cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,5,no,disponibile,208,NA,eccellente / restaurato,ticinese,piano terra,centralizzato,NA
0,1,319000,88,1,no,3,fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,3,no,disponibile,215,1965,buone condizioni /vivibile,quartiere forlanini,2,centralizzato,d
0,1,890000,200,2,sì,5,fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,7,no,NA,500,1935,nuovo / in costruzione,buenos aires,4,centralizzato,g
0,1,189000,60,1,no,2,fibra ottica | terrazza | cantina | infissi in vetro/ metallo | doppia esposizione,4,no,disponibile,167,1960,buone condizioni /vivibile,crescenzago,soppalco,centralizzato,g
0,1,198000,54,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | terrazza | sistema televisivo centralizzato |infissi esterni in doppio vetro / metallo,5,1 in garage/box,disponibile,NA,2018,nuovo / in costruzione,ponte lambro,5,centralizzato,NA
0,1,395000,82,1,sì,2,porta di sicurezza | sistema televisivo centralizzato,3,no,disponibile,100,1930,eccellente / restaurato,pezzotti - meda,3,indipendente,b
0,1,612000,105,2,sì,3,porta di sicurezza | terrazza | cantina,7,no,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,centrale,2,centralizzato,g
0,1,1150000,225,2,no,5+,attico | videocitofono | porta di sicurezza | guardaroba | impianto televisivo unico |giardino privato |infissi esterni in doppio vetro / legno | doppia esposizione,3,no,disponibile,nessun costo condominiale,1900,buone condizioni /vivibile,monte rosa - lotto,2,indipendente,g
0,1,149000,55,1,sì,2,fibra ottica | porta di sicurezza | esposizione esterna | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / pvc,4,no,disponibile,120,1960,buone condizioni /vivibile,vialba,4,centralizzato,e
0,1,435000,70,1,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / pvc,7,no,disponibile,210,1967,eccellente / restaurato,bande nere,soppalco,centralizzato,NA
0,1,196000,50,1,no,2,cancello elettrico | caminetto | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,4,"1 in garage/box, 1 in parcheggio condiviso",disponibile,50,1970,eccellente / restaurato,affori,piano terra,centralizzato,f
0,1,135000,22,1,no,1,porta di sicurezza | esposizione esterna | sistema televisivo centralizzato | cantina,3,no,disponibile,100,1952,buone condizioni /vivibile,farini,3,indipendente,NA
0,1,250000,45,1,no,2,cancello elettrico | fibra ottica | porta di sicurezza | esposizione esterna | terrazza | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / metallo,4,no,disponibile,100,1960,eccellente / restaurato,gambara,1,indipendente,e
0,1,480000,101,2,sì,4,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | window frames in triple glass / legno | doppia esposizione,6,no,disponibile,200,2023,nuovo / in costruzione,niguarda,2,centralizzato,a
0,1,620000,130,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,10,"1 in garage/box, 1 in parcheggio condiviso",disponibile,NA,2021,eccellente / restaurato,cascina merlata - musocco,2,indipendente,a
0,1,420000,76,1,no,3,"terrazza | parzialmente arredato|infissi esterni in doppio vetro / legno | esposizione nord, sud",3,no,NA,130,1927,eccellente / restaurato,rovereto,3,indipendente,d
0,1,320000,60,1,no,2,fibra ottica | porta di sicurezza | esposizione interna | terrazza | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / pvc,3,no,disponibile,60,1950,eccellente / restaurato,citt√† studi,1,centralizzato,g
0,1,205000,57,1,no,2,fibra ottica | porta di sicurezza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / pvc,3,no,NA,200,1960,eccellente / restaurato,dergano,3,centralizzato,g
0,1,550000,90,1,no,3,fibra ottica | sistema d'allarme | porta di sicurezza |portinaio mezza giornata | sistema televisivo centralizzato |infissi esterni in doppio vetro / legno | doppia esposizione,5,no,disponibile,165,1950,buone condizioni /vivibile,cadore,soppalco,indipendente,f
0,1,550000,131,2,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / pvc,8,no,disponibile,250,1900,eccellente / restaurato,porta romana - medaglie d'oro,1,centralizzato,f
0,1,285000,43,1,sì,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba |portinaio mezza giornata | impianto televisivo unico |arredato| giardino condiviso | infissi in vetro/ pvc,4,no,disponibile,50,1905,eccellente / restaurato,gambara,1,indipendente,e
0,1,149000,55,1,no,2,cancello elettrico | esposizione interna | sistema televisivo centralizzato | infissi in vetro/ legno,3,no,disponibile,75,1930,da restaurare,tre castelli - faenza,1,indipendente,g
0,1,1070000,111,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione esterna |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| giardino condiviso | window frames in triple glass / legno,4,no,disponibile,250,NA,nuovo / in costruzione,garibaldi - corso como,3,centralizzato,d
0,1,365000,80,1,sì,3,fibra ottica | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso | infissi in vetro/ legno,8,no,disponibile,200,1960,da restaurare,ripamonti,8,centralizzato,f
0,1,795000,160,2,sì,5,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / metallo | doppia esposizione,8,"1 in garage/box, 1 in parcheggio condiviso",disponibile,500,1970,buone condizioni /vivibile,maggiolina,6,centralizzato,f
0,1,1090000,120,2,sì,3,porta di sicurezza | terrazza |portinaio tutto il giorno,8,1 in garage/box,disponibile,375,1970,eccellente / restaurato,paolo sarpi,3,centralizzato,g
0,1,228000,60,1,no,1,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza |portinaio tutto il giorno | giardino condiviso,8,no,disponibile,150,1950,nuovo / in costruzione,cascina dei pomi,piano terra,centralizzato,e
